model,mae,rmse,smape,mase,mase_std,n_obs
xgb_global,2.0088651504613475,2.3677000020778074,13.902431263954051,0.7339460869750989,0.3641348536577749,5416
lgbm_global,2.021125031278141,2.3810374942227552,13.978807258311159,0.7388473653832839,0.3662122383079845,5416
